Input_pid,Output_eng
dey don talk am say u be winch but i never believe dem but now i don believe.,"They have said that you are a witch, but I never believed them, but now I do believe."
all this dudu for here dey bubble,All this black stuff here is bubbling.
I hear say Phil dox that orobo girl last night!!!,I heard that Phil exposed that fat girl last night!!!
i don reach my dommot finish before i realise say i forget my key for office.,I had already reached my doorstep before I realized that I forgot my key at the office.
why you too dey do like doll baby sef?,Why are you acting so much like a doll baby?
Man that my oga's presentation is dulling,That presentation of my boss is boring.
- Comot for my domot were!,Get out of my front!
No ever seen such drude am lke dem,I've never seen such a rude person like them.
Tell your driver to go to chinyere's house to pick my wrapper,Tell your driver to go to Chinyere's house to pick up my wrapper.
e dey hard for Nigeria to beat Brazil for football,It's difficult for Nigeria to beat Brazil in football.
"James: Ah!, E DON BE for you be dat!","James: Ah!, That's it for you then!"
i dey go chop beans and dodo for mamaput,I am going to eat beans and fried plantain at a local food vendor.
"I say make you come chop, you dey dezgi.","I said you should come and eat, but you are ignoring me."
papa don delete,Dad has passed away.
why you just dey denge?,Why are you just posing?
Abeg Nneka dress make i sidon,Please Nneka move your dress so I can sit.
full of dirt,full of dirt
"e remain small, i foi win that match wey i play yesterday.",I almost won the match I played yesterday.
e don come?,Has he come?
this you story get as e be sha,"This story of yours has a certain way it is, though."
o boi e don red for mudiaga today,"Oh boy, it has become serious for Mudiaga today."
friend 2: my guy e go tay you o!,"My friend, it's been a long time!"
"my guy, e go be na. see you tomorrow","My friend, it will be okay. See you tomorrow."
"e get as e bi, i no just understand this yeye boi","There's something off, I just don't understand this foolish boy."
E Neva too tey e come,He hasn't been here long.
"I no de mess up, why you de yimu?.","I'm not messing up, why are you sneering?"
You be dundee united,You are very smart.
"Dis song is dry, What kind dry joke be dat","This song is boring, What kind of dry joke is that?"
e no go beta for your papa.,It will not be well with your father.
"friend 1: ""man i gat to toast that babe""","Man, I have to woo that girl."
"Eba dey?,eba dey!",Is there eba? There is eba!
Tayo: wetin go happen now?,Tayo: What will happen now?
I de go work early momo,I am going to work early in the morning.
Omo you too like eke.,You really like gossip.
Tayo: Guy shey you read for the exam?,"Tayo: Guy, did you read for the exam?"
That girl get ekuleku,That girl is very smart.
e don tey wey i see tola.,It's been a long time since I saw Tola.
"Jide, eh yah","Jide, sorry."
E be like say i go dey church tomorrow,It seems like I will be at church tomorrow.
"So Obilo came first in yoruba, eheh?","So Obilo came first in Yoruba, right?"
I dub john papers word for word,I translated John's papers word for word.
"Femi efizy just dey too much, nobody go see road again","Femi's showing off is just too much, nobody can find their way anymore."
"O'boy, that guy na Efrebo. e go soon wound hin sef na",That guy is a troublemaker. He will soon hurt himself.
epp me,help me
The footbal1 game be as e get jare!That Rooney goal get as a be jare!,The football game is just there! That Rooney goal was something else!
"If i take you go egboro, you go fear","If I take you to the city, you will be afraid."
Eko for show,Lagos is just for show.
Shey you no see as Ororo cut Pique... Pique con loss,Did you not see how Ororo dribbled past Pique... then Pique got lost?
"Baba: ""Moto no go jam you o""",May a car not hit you.
"aunty, that bag wey you say make i get, e no dey there","Aunty, that bag you told me to get, it's not there."
"Ol boy  mek una ja o, ekelebe dey come!","Guys, let's leave, the police are coming!"
I dey go Eko next week,I am going to Lagos next week.
Johnny: o boy my WAEC no too make sense oh!,"Johnny: Oh boy, my WAEC results weren't very good!"
Ruq: Funmi na Efiko! we go sit for her side so we go fit dub..,"Let's sit next to Funmi, the genius, so we can copy from her."
"Mama: ""daughter, egungun be careful, na express you dey go""","Mother: ""daughter, be careful, you are heading towards the expressway."""
U get aired on a gc :e choke:,You were ignored in a group chat: it's overwhelming.
"Oga Williams, please no dey beat junior for church. After service, when you don reach dommot, you fit beat am well well.","Mr. Williams, please do not beat Junior in church. After the service, when you have reached home, you can beat him thoroughly."
I ask that babe if she won follow me commot. she tell me eh eh,I asked that girl if she wanted to go out with me. She told me no.
i dey ma ends,I'm at my place.
u dey give me emana na?,Are you giving me joy?
E no easy to be a man,It's not easy to be a man.
I just dey enta class,I just entered the class.
Tinubu Eleniyan.,Tinubu is a great person.
Abeg Una see d see the ice cream man for bicicle with dumadu.,"Please, did you all see the ice cream man on the bicycle with people?"
Ehn? I no hear you oh.Ehn! dem don steal my money,Huh? I didn't hear you. Huh! They have stolen my money.
Ehmycool is a signed artist at CB Nation,Ehmycool is a signed artist at CB Nation.
My fada just dash me one wowo short knocker,My father just gave me an ugly short dress.
Doro na leader,Doro is a leader
I give the security man ogunje so e no go talk,I gave the security man a bribe so he wouldn't talk.
Ewey! You get jab for Hospital. You be Doctor,Wow! You received a vaccination at the Hospital. Are you a Doctor?
erembo where you dey go? dat erema too dey saucy taaaaaaaaa!,Where are you going? That girl is too saucy!
i'll b back after 15minutes,I'll be back after 15 minutes.
ma ex brk,My ex broke up with me.
Omo no be me and u eke go nab for here oohh,"It's not going to be me and you that the police will catch here, oh."
enugbe u no fit dash me 100 card,You can't give me a 100 naira recharge card?
"you dey vex me oh, abeg face","You are annoying me, please."
O boy I dey feel you eye glass oh,I really like your glasses.
pay my money it is not foc,"Pay my money, it is not free."
Make we dey do Faaji.,Let's have fun.
na so my t.v enta voicemail means dats how my t.v cant be found,That's how my TV can't be found.
my fada dey jand.,My father is in the UK.
that your story na faboo.,That your story is a lie.
i get excess dough 4 d jolliment,I have excess money for the enjoyment.
"Carry dat enamel go fetch me water. Kai, my enamel don break.","Take that enamel and fetch me some water. Oh no, my enamel has broken."
Nobody be aboki for area again o,Nobody is a friend in the area anymore.
That dog chop all my meat fa!,That dog ate all my meat!
am leav'n facebook 2 start a new lyf,I'm leaving Facebook to start a new life.
Omo as I confess my feelings for Sandra yesterday she just Erica me.,"As I confessed my feelings for Sandra yesterday, she just ignored me."
"o boy yu see dat erema, guy she too much","Oh boy, did you see that girl? Man, she's amazing."
jide na bebescout,Jide is in the Boy Scouts.
"why you dey waste money, you no sabi do ekonomik?","Why are you wasting money, don't you know how to economize?"
"if u try me,i go curb(treat) ur excesses","If you try me, I will curb your excesses."
Johnny get expo for tomorrow French SSCE,Johnny has answers for tomorrow's French SSCE exam.
Abeg I no wan live for face me I face you,"Please, I don't want to live in a shared apartment."
after u finish foi dere ur eye go come down,"After you finish eating there, you will calm down."
"O boy, take am ezi naw, y ur eye red so?","Oh boy, calm down, why are your eyes so red?"
you no dey fear face?,Aren't you afraid of anyone?
"Chelsea don fall hand this season, see as dem dey loose match anyhow i.e Chelsea has under-performed this season, they are loosing matches constantly.","Chelsea has underperformed this season, they are losing matches constantly."
Why you dey give me fabu?,Why are you lying to me?
ol boy  dat guy don fap my money oooh,"Oh boy, that guy has stolen my money."
