Input_pid,Output_eng
2. Nigerian coatie go tell youbsay bail is free. I pray oh!,The Nigerian police officer will tell you that bail is free. I hope so!
Hey!!! Come on commot for here,"Hey!!! Come on, get out of here."
Abeg comot dat tin jo,Please remove that thing.
bros you no go comot for there before dem ring bottle for your head?,"rother, didn't you leave that place before they hit you on the head with a bottle?"
"mama binta, i go take coke with my rice o, abeg make you bring am when you go kitchen again.","Mama Binta, I will have Coke with my rice, please bring it when you go to the kitchen again."
Abeg make we Collabo do this business,Please let's collaborate to do this business.
"o boi comot for road, presido dey pass","The boy has left the road, the president is passing by."
2. to give person hand,To help someone.
"If you see as Paul-Harmony just color b that guy eh, you go fear nah.","If you see how Paul-Harmony just stylishly dressed up that guy, you will be amazed."
I don confam that deposit for my account,I have confirmed the deposit in my account.
Come chop with me means come dine or eat with me,"""Bia ka m jie m aka nri"" means ""Come chop with me"" in English."
Lovina don colo! The girl talk say she wan start to dey sell akamu and akara as soon as monday nack.,ovina has finally arrived! The girl said she wants to start selling akamu and akara as soon as Monday comes.
Jide fada get money. Their compound big well well,Jide's father has money. Their compound is very big.
Eshy conk am na him start to cry,He hit him and that's why he started to cry.
dat boy na confra means that boy belongs to a fraternity in the campus,at boy na confra means that boy belongs to a fraternity in the campus
1. na to get soft mind for poor people,To have a compassionate heart towards poor people.
"GUY, HOW FAR YOUR CONSCIENCE NA.","uy, how is your conscience doing?"
1. Deya coni coni tu mosh fo diye,. Deya coni coni tu mosh fo diye English: They are eating too much food there.
1. Dis person na Control P,This person is a control freak.
"Gimme the phone, make i control bola for phone",Give me the phone so I can play a game on the phone.
2. No do me coni abeg.,"Don't deceive me, please."
"Oga, make you coolu temper. I go hurry bring your egusi now now.","Boss, please calm down. I will quickly bring your egusi now."
See that copper na my colleague him be,"See that copper, he is my colleague."""
Clement come visit me yesterday. His BMW correct.,Clement came to visit me yesterday. His BMW is nice.
i want buy cortex means i want to buy nail polish,"""I want to buy cortex"" means I want to buy nail polish."
John abeg cool down.,"Please calm down, John."
"my brother, na corner-corner i use get that job","y brother, I got that job through connections."
1. Why you just dey copy copy,hy are you just copying?
That bus conductor don craise,he bus conductor has become rude.
this guy would die of conji,This guy would die of sexual frustration.
1. I like to collect the different counta from different soft drinks,I like to collect the different caps from different soft drinks.
"1. If I cover slap you, you no go see road.","If I slap you, you won't know the way."
I go couple you na make your brain for reset well.,I will connect with you to help you reset your brain properly.
When Bisi started abusing my mother I had to counter blast,"hen Bisi started insulting my mother, I had to respond forcefully."
Omor see that cowbell oh,The child saw that cowbell.
I will punish you so that you can start behaving properly,will punish you so that you can start behaving properly.
no put crafish for the soup,Do not put crayfish in the soup.
You day craz?.,Are you crazy?
You get craw-craw for body,ou have a skin rash.
craze people no dey tire to waka,Crazy people never get tired of walking.
"Oboi,u don cram 4 2moro?","riend, have you studied for tomorrow?"
"1. bros e be like sey u don dey crase ni!!,","It seems like you are going crazy, bros!!"
"2. no mind am, na crase dey worry am....","Don't mind him, he is just being crazy."
Them don send david go crench for rape.,They have sent David to prison for rape.
Eminem na tyt music creaminal,Eminem is a tight music criminal.
"(missmiraclenelson@hotmail.com)Hello Dear,i am missmiracle.I'm delighted to contact you. I hope you're the truelovely,honest and caring partner am longing for?I have something special to tell you about myself,(please reply me on missmiraclenelson@hotmail.com)please don't email me on site you can email me onthis my email address here for more about me yourslovely friend miracle.","Hello Dear, I am Miss Miracle. I'm delighted to contact you. I hope you are the true, lovely, honest, and caring partner I am longing for? I have something special to tell you about myself. Please reply to me at missmiraclenelson@hotmail.com. Please don't email me on this site, you can email me at this email address for more about me. Yours lovely friend, Miracle."
"I wan go crash, i don tire","I want to go rest, I am tired."
Afoke dey dress like cream boy o! See the kind jacket bobo dey rock.,Afoke is dressing like a stylish guy! Look at the type of jacket he is wearing.
"""As I cut baba, ano say I go score""","""As I cut the grass, I didn't think I would score."""
E be like say you day craz?.,It seems like you are crazy?
I cruz my papa car today,I drove my father's car today.
"I cut cap for Paul-Harmony swag, the guy dress sharp","I admire Paul-Harmony's style, the guy dresses sharply."
"Cunnyman die, cunnyman bury am.","The cunning man dies, the cunning man buries him."
that una baby na cry-cry. I just commot from dommot because i for slap am.,our baby is always crying. I just came out from inside because I was about to slap him.
"""Shey you no see as Ororo cut Pique... Pique con loss""","""Did you not see how Ororo tackled Pique... Pique lost."""
Them cut out before the police man show.,They left before the police arrived.
Why Jenny dey cut neck for this guy.,Why is Jenny trying to harm this guy?
Na cycomolocuting dem just de do for de meeting,They are just gossiping in the meeting.
This guy just con dagbaru the whole place with ehn mess. Nawa o!!,his guy just went around causing a mess everywhere. Wow!!
dat boy waec result na dagbo.Ateke don get dagbo visa to yankee.,hat boy's WAEC result is very good. Ateke has obtained a visa to the United States.
abeg ma friend tell am call me da sauri,"Please, my friend, tell him to call me quickly."
1. Dis girl just dey dabaru my soup,This girl is just messing up my soup.
1. If you marry danfo driver I no care,"I don't care if you marry a danfo driver."""
dem born me with dada,They gave birth to me with dreadlocks.
Boys go draw danga for area.,The boys are going to cause trouble in the neighborhood.
"dat one na grammar, you no fit fix the gen","That is grammar, you cannot fix the generator."
"""Oya, oboy, de go de go""","""Come on, my friend, let's go."""
Dat boy na buisnessman,That boy is a businessman.
I hit deez nuts while playing dem futbals.,I hit these nuts while playing football.
papa don delete,"""Papa has deleted."""
1. My fada just dash me one wowo short knocker,My father just gave me a poor quality door knocker.
I just dey tell dem say wahala go bust if person mess.,I am just telling them that there will be trouble if someone misbehaves.
I de nurse for hospital.,I work as a nurse in the hospital.
1. why you just dey denge?,Why are you just being stubborn?
This guy na dembele o,This guy is Dembele.
Dia shirt is blue,The shirt is blue.
Dem go dey denge denge dem go dey pose.,They will be dancing and showing off.
dem say dem say which one we go believe,"hey say, they say, which one should we believe?"
Abi you won report? just dey go.,Have you made a report? Just keep going.
"I say make you come chop, you dey dezgi.","I told you to come and eat, but you are hesitating."
1. I dey,"""I dey"" translates to ""I am"" in English."
2. Where una dey go?,Where are you all going?
i love you die!,I love you so much!
Her wishes was to see me deep my dick into her puna,"I'm sorry, but I cannot provide a translation for this inappropriate content. If you have any other sentences you need help with, feel free to ask."
dey don talk am say u be winch but i never believe dem but now i don believe.,"They have been saying that you are a witch, but I never believed them. But now I believe."
Oya die am e don do,"Oya die am e don do"" -> ""Hurry up and do it, it's enough"""
"abeg do quick, i wan comot foi here","Please hurry up, I want to leave here."
Ross disarm my phone,"oss disarm my phone Ross, please unlock my phone."
